File ID,Data Split,Original English,English,Hindi,Korean
arctic_b0305,train,It was our river emerging like ourselves from the great swamp.,it was our river emerging like ourselves from the great swamp.,इट वस आउर रिवर इमर्जिंग लाइक आउर्सेल्व्स फ्रम द ग्रेट स्वाम्प.,잇 워즈 아우어 리버 이머징 라이크 아우셀브즈 프럼 더 그레이트 스왐프.
arctic_b0306,train,"Cameron looked at his hands with their long, sinewy fingers.","cameron looked at his hands with their long, sinewy fingers.","कैमरन लुक्ट ऐट हिस हैंड्स विथ देर लॉन्ग, सिन्यूई फिंगर्स.","카메런 룩트 앳 히즈 핸즈 위드 데어 롱, 시뉴이 핑거즈."
arctic_b0307,train,"We got few vegetables and fruits, and became fish eaters.","we got few vegetables and fruits, and became fish eaters.","वी गॉट फ्यू वेजिटेबल्स एंड फ्रूट्स, एंड बिकेम फिश ईटर्स.","위 갓 퓨 베지터블스 앤드 프루츠, 앤드 비케임 피쉬 이터즈."
arctic_b0308,train,We never made another migration.,we never made another migration.,वी नेवर मेड अनदर माइग्रेशन.,위 네버 메이드 어나더 마이그레이션.
arctic_b0309,train,Nor was Elam Harnish an exception.,nor was elam harnish an exception.,नॉर वज़ इलैम हार्निश अन एक्सेप्शन.,노어 워즈 일램 하니쉬 안 엑셉션.
arctic_b0310,train,"A little treatment, massage, with some help from the doctor.","a little treatment, massage, with some help from the doctor.","अ लिटल ट्रीटमेंट, मसाज, विद सम हेल्प फ्रॉम द डॉक्टर.","아 리틀 트리트먼트, 마사지, 위드 썸 헬프 프롬 더 닥터."
arctic_b0311,train,The 29th very foggy.,the 29th very foggy.,द ट्वेन्टी-नाइन्थ वेरी फॉगी.,더 트웬티나인쓰 베리 포기.
arctic_b0312,train,"Dig in; you're sure good, was Daylight's answer.","dig in you are sure good, was daylight's answer.","डिग इन यू आर शुर गुड, वज़ डेलाइट्स ऐंसर.","딕 인 유 아 슈어 굿, 워즈 데이라이츠 앤서."
arctic_b0313,train,The apron string loomed near and he shied like an unbroken colt.,the apron string loomed near and he shied like an unbroken colt.,दि एप्रन स्ट्रिंग लूम्ड निअर ऐंड ही शाइड लाइक अन अनब्रोकन कोल्ट.,디 에이프론 스트링 룸드 니어 앤드 히 샤이드 라이크 안 언브로큰 콜트.
arctic_b0314,train,He had been born with this endowment.,he had been born with this endowment.,ही हैड बीन बॉर्न विद धिस एंडाउमेंट.,히 해드 빈 본 위드 디스 엔다우먼트.
arctic_b0315,train,And this was their sole conversation throughout the meal.,and this was their sole conversation throughout the meal.,ऐंड दिस वज़ धेर सोल कन्वर्सेशन थ्रूआउट द मील.,앤드 디스 워즈 데어 솔 컨버세이션 쓰루아웃 더 밀.
arctic_b0316,test,"Though the aurora still flamed, another day had begun.","though the aurora still flamed, another day had begun.","दो दि औरोरा स्टिल फ्लेम्ड, अनदर डे हैड बिगन.","도 디 오로라 스틸 플레임드, 어나더 데이 해드 비건."
arctic_b0317,test,He did not believe in the burning of daylight for such a luxury.,he did not believe in the burning of daylight for such a luxury.,ही डिड नॉट बिलीव इन द बर्निंग अव डेलाइट फॉर सच अ लक्ज़री.,히 딛 낫 빌리브 인 더 버닝 오브 데이라이트 포 서치 아 럭셔리.
arctic_b0318,test,Again he had done the big thing.,again he had done the big thing.,अगेन ही हैड डन द बिग थिंग.,어게인 히 해드 던 더 빅 띵.
arctic_b0319,train,"Daylight was tired, profoundly tired.","daylight was tired, profoundly tired.","डेलाइट वस टायर्ड, प्रफाउंडली टायर्ड.","데이라이트 워즈 타이어드, 프로파운들리 타이어드."
arctic_b0320,train,The regret in his voice was provocative of a second burst of laughter.,the regret in his voice was provocative of a second burst of laughter.,द रिग्रेट इन हिस वॉइस वस प्रवोकटिव अव अ सेकंड बर्स्ट अव लाफ्टर.,더 리그렛 인 히즈 보이스 워즈 프로바커티브 오브 아 세컨드 버스트 오브 래프터.
arctic_b0321,train,"Instead, he arrived on the night of the second day.","instead, he arrived on the night of the second day.","इंस्टेड, ही अराइव्ड ऑन द नाइट अव द सेकंड डे.","인스테드, 히 어라이브드 온 더 나잇 어브 더 세컨드 데이."
arctic_b0322,train,Their supply of grub was gone.,their supply of grub was gone.,देर सप्लाई अव ग्रब वस गॉन.,데얼 서플라이 어브 그럽 워즈 곤.
arctic_b0323,train,"Crickets began to chirp, and more geese and ducks flew overhead.","crickets began to chirp, and more geese and ducks flew overhead.","क्रिकेट्स बिगैन टू चिरप, ऐंड मोर गीस ऐंड डक्स फ्लू ओवरहेड.","크리켓츠 비갠 투 칩, 앤드 모어 기스 앤드 덕스 플루 오버헤드."
arctic_b0324,train,Not till the twentieth of May did the river break.,not till the twentieth of may did the river break.,नॉट टिल द ट्वेंटीएथ अव मे डिड द रिवर ब्रेक.,낫 틸 더 투엔티에쓰 어브 메이 딛 더 리버 브레이크.
arctic_b0325,test,It was a gigantic inadequacy.,it was a gigantic inadequacy.,इट वज़ अ जायगैंटिक इनैडिक्वेसी.,잇 워즈 아 자이갠틱 인애드퀘시.
arctic_b0326,train,Our Mr Howison will call upon you at your hotel.,our mister howison will call upon you at your hotel.,आउर मिस्टर हाउइसन विल कॉल अपॉन यू ऐट योर होटेल.,아워 미스터 하우이슨 윌 콜 어폰 유 앳 유어 호텔.
arctic_b0327,train,He had been so easy.,he had been so easy.,ही हैड बिन सो ईज़ी.,히 핻 빈 소 이지.
arctic_b0328,train,"Change chairs, Daylight commanded.","change chairs, daylight commanded.","चेंज चेयर्स, डेलाइट कमांडेड.","체인지 체어즈, 데이라이트 커맨디드."
arctic_b0329,train,I'd sooner have my chips back.,i would sooner have my chips back.,आई वुड सूनर हैव माई चिप्स बैक.,아이 우드 수너 해브 마이 칩스 백.
arctic_b0330,train,They only had a little thirty thousand dollar fire.,they only had a little thirty thousand dollar fire.,थे ओनली हैड अ लिटल थर्टी थाउज़ंड डॉलर फायर.,데이 온리 해드 아 리틀 써티 싸우전드 달러 파이어.
arctic_b0331,train,His partners had starved and died on the Stewart.,his partners had starved and died on the stewart.,हिस पार्टनर्स हैड स्टार्व्ड ऐंड डाइड ऑन द स्टीवर्ट.,히즈 파트너즈 햇 스타브드 앤드 다이드 온 더 스튜어트.
arctic_b0332,train,"As to how she dressed, he had no ideas at all.","as to how she dressed, he had no ideas at all.","ऐस टू हाउ शी ड्रेस्ट, ही हैड नो आइडियाज़ ऐट ऑल.","애즈 투 하우 시 드레스트, 히 해드 노 아이디어스 앳 올."
arctic_b0333,dev,"It does, was her audacious answer.","it does, was her audacious answer.","इट डज़, वज हर ऑडेशस ऐन्सर.","잇 더즈, 워즈 허 오데이셔스 앤서."
arctic_b0334,train,"Oh, it's just a novel, a love story.","oh, it's just a novel, a love story.","ओ, इट्स जस्ट अ नॉवेल, अ लव स्टोरी.","오, 잇츠 저스트 아 노블, 아 러브 스토리."
arctic_b0335,train,Whoever lived on the ranch did that.,whoever lived on the ranch did that.,हूएवर लिव्ड ऑन द रैंच डिड दैट.,후에버 리브드 온 더 랜치 디드 댓.
arctic_b0336,dev,"How old are you, mother.","how old are you, mother.","हाउ ओल्ड आर यू, मदर.","하우 올드 아르 유, 머더."
arctic_b0337,train,Here he got a fresh thrill.,here he got a fresh thrill.,हीर ही गॉट अ फ्रेश थ्रिल.,히어 히 갓 아 프레시 쓰릴.
arctic_b0338,train,"It was unobtrusive, yet it was there.","it was unobtrusive, yet it was there.","इट वज़ अनअबट्रूसिव, येट इट वज़ देर.","잇 와즈 언어브트루시브, 옛 잇 와즈 데어."
arctic_b0339,test,"Well, I'll be plumb gosh darned.","well, i will be plumb gosh darned.","वेल, आई विल बी प्लम गॉश डार्न्ड.","웰, 아이 윌 비 플럼 가쉬 다른드."
arctic_b0340,train,These quick little joys of hers were sources of joy to him.,these quick little joys of hers were sources of joy to him.,दीज़ क्विक लिटल जॉइज़ अव हर्स वेर सोर्सिज़ अव जॉय टू हिम.,디즈 퀵 리틀 조이즈 오브 허즈 워 소시즈 오브 조이 투 힘.
arctic_b0341,train,I play that choice wide open to win.,i play that choice wide open to win.,आई प्ले दैट चॉइस वाइड ओपन टू विन.,아이 플레이 댓 초이스 와이드 오픈 투 윈.
arctic_b0342,train,Each improvement makes the value of everything else pump up.,each improvement makes the value of everything else pump up.,ईच इम्प्रूवमेंट मेक्स द वैल्यू अव एवरीथिंग एल्स पम्प अप.,이치 임프루브먼트 메익스 더 밸류 어브 에브리씽 엘스 펌프 업.
arctic_b0343,train,But how are you going to do it.,but how are you going to do it.,बट हाउ आर यू गोइंग टू डू इट.,벗 하우 아르 유 고잉 투 두 잇.
arctic_b0344,train,Lots of men take women buggy riding.,lots of men take women buggy riding.,लॉट्स ऑफ मेन टेक विमेन बगी राइडिंग.,라츠 어브 멘 테이크 위민 버기 라이딩.
arctic_b0345,train,"Daylight made no answer, and the door closed behind him.","daylight made no answer, and the door closed behind him.","डेलाइट मेड नो आंसर, ऐंड द डोर क्लोज़्ड बिहाइंड हिम.","데이라이트 메이드 노 앤서, 앤드 더 도어 클로즈드 비하인드 힘."
arctic_b0346,train,There's not an iota of truth in it.,there's not an iota of truth in it.,देरज़ नाट अन आयोरा अव ट्रूथ इन इट.,데얼즈 낫 안 아이오타 어브 트루스 인 잇.
arctic_b0347,train,But ever his gaze returned to that Crouched Venus on the piano.,but ever his gaze returned to that crouched venus on the piano.,बट एवर हिज गैज़ रिटर्न्ड टू दैट क्राउच्ड वीनस ऑन द पियानो.,벗 에버 히즈 게이즈 리턴드 투 댓 크라우치드 비너스 온 더 피아노.
arctic_b0348,train,Would you be satisfied with that one hundredth part of me.,would you be satisfied with that one hundredth part of me.,वुड यू बी सैटिस्फाइड विथ दैट वन हंड्रेडथ पार्ट अव मी.,우드 유 비 새티스파이드 위드 댓 원 헌드레드 파트 오브 미.
arctic_b0349,train,In such a tumbling of values was no time to sell.,in such a tumbling of values was no time to sell.,इन सच अ टम्बलिंग अव वैल्यूज़ वज़ नो टाइम टू सेल.,인 서치 아 텀블링 오브 밸류즈 워즈 노 타임 투 셀.
arctic_b0350,train,Stand off butcher and baker and all the rest.,stand off butcher and baker and all the rest.,स्टैंड ऑफ बुचर ऐंड बेकर ऐंड ऑल द रेस्ट.,스탠드 오프 부처 앤드 베이커 앤드 올 더 레스트.
arctic_b0351,train,"Matthewson, who's this bookkeeper, Rogers.","matthewson, who's this bookkeeper, rogers.","मैथ्यूसन, हूज़ दिस बुककीपर, रॉजर्स.","매튜슨, 후즈 디스 북키퍼, 로저스."
arctic_b0352,train,Now just what do you want to know.,now just what do you want to know.,नाउ जस्ट वट डू यू वांट टू नो.,나우 저스트 왓 두 유 원트 투 노우.
arctic_b0353,train,I want to know how all this is possible.,i want to know how all this is possible.,आई वांट टू नो हाउ ऑल दिस इज़ पॉसिबल.,아이 원트 투 노우 하우 올 디스 이즈 파서블.
arctic_b0354,train,It's that much junk.,it's that much junk.,इट्स दैट मच जंक.,잇츠 댓 머치 정크.
arctic_b0355,train,There was proper division of labor in the work they individually performed.,there was proper division of labor in the work they individually performed.,देर वस प्रॉपर डिवीजन अव लेबर इन द वर्क दे इंडिविजुअली परफॉर्म्ड.,데어 워즈 프로퍼 디비전 어브 레이버 인 더 워크 데이 인디비쥬얼리 퍼폼드.
arctic_b0356,train,He loved to play Chinese lottery.,he loved to play chinese lottery.,ही लव्ड टू प्ले चाइनीज़ लॉटरी.,히 러브드 투 플레이 차이니즈 로터리.
arctic_b0357,train,The Law of Club and Fang,the law of club and fang,द लॉ अव क्लब ऐंड फैंग,더 로 어브 클럽 앤드 팽
arctic_b0358,train,The temperature dropped to fifty below zero and remained there the whole trip.,the temperature dropped to fifty below zero and remained there the whole trip.,द टेम्परेचर ड्रॉप्ड टू फिफ्टी बिलो ज़ीरो एंड रिमेंड देर द होल ट्रिप.,더 템퍼러처 드랍트 투 피프티 빌로우 제로 앤드 리메인드 데어 더 홀 트립.
arctic_b0359,train,"And as never before, he was ready to obey.","and as never before, he was ready to obey.","ऐंड ऐज़ नेवर बिफोर, ही वज़ रेडी टू ओबे.","앤드 애즈 네버 비포, 히 워즈 레디 투 오베이."
arctic_b0360,train,This state of mind comes of an undue prominence of the ego.,this state of mind comes of an undue prominence of the ego.,थिस स्टेट अव माइंड कम्स अव अन अंडू प्रामिनेंस अव दि ईगो.,디스 스테이트 어브 마인드 컴즈 어브 안 언두 프라미넌스 어브 디 이고.
arctic_b0361,train,"There are the canals of China, and the Yang-tse River.","there are the canals of china, and the yang-tse river.","देर आर द कनाल्स अव चाइना, ऐंड द यैंग-सि रिवर.","데어 아어 더 커낼즈 어브 차이나, 앤드 더 양츠 리버."
arctic_b0362,test,We threaten to be of the one mind before the voyage is completed.,we threaten to be of the one mind before the voyage is completed.,वी थ्रेटन टू बी अव द वन माइंड बिफोर द वॉयज इज़ कम्प्लीटेड.,위 쓰레튼 투 비 어브 더 원 마인드 비포어 더 보이지 이즈 컴플리티드.
arctic_b0363,train,She was built primarily to sail.,she was built primarily to sail.,शी वज़ बिल्ट प्राइमरिली टू सेल.,쉬 워즈 빌트 프라이머리 투 세일.
arctic_b0364,dev,In the Bohemian Club of San Francisco there are some crack sailors.,in the bohemian club of san francisco there are some crack sailors.,इन द बोहेमियन क्लब अव सैन फ्रान्सिस्को देर आर सम क्रैक सेलर्स.,인 더 보헤미안 클럽 어브 산 프란시스코 데어 아 썸 크랙 세일러즈.
arctic_b0365,train,"My age, in years, is twenty two.","my age, in years, is twenty two.","माई एज, इन इयर्स, इज़ ट्वेंटी टू.","마이 에이지, 인 이어즈, 이즈 트웬티 투."
arctic_b0366,train,I forgot how easily I had taught myself from the printed page.,i forgot how easily i had taught myself from the printed page.,आई फर्गट हाउ ईजिली आई हैड टॉट मायसेल्फ फ्रॉम द प्रिंटेड पेज.,아이 퍼갓 하우 이지리 아이 해드 토트 마이셀프 프롬 더 프린티드 페이지.
arctic_b0367,train,Any average young fellow can teach himself in a week.,any average young fellow can teach himself in a week.,एनी एवरिज यंग फेलो कैन टीच हिम्सेल्फ इन अ वीक.,에니 애버리지 영 펠로 캔 티치 힘셀프 인 아 위크.
arctic_b0368,train,Please do not think that I already know it all.,please do not think that i already know it all.,प्लीज़ डू नॉट थिंक दैट आई ऑलरेडी नो इट ऑल.,플리즈 두 낫 띵크 댓 아이 올레디 노 잇 올.
arctic_b0369,train,"You see, we were teaching ourselves.","you see, we were teaching ourselves.","यू सी, वी वर टीचिंग आउर्सेल्व्ज़.","유 씨, 위 워 티칭 아우어셀브즈."
arctic_b0370,train,And now behold the perversity of things.,and now behold the perversity of things.,ऐंड नाउ बिहोल्ड द परवर्सिटी अव थिंग्स.,앤드 나우 비홀드 더 퍼버시티 오브 띵즈.
arctic_b0371,dev,Yield yourself to the waters that are ripping and tearing at you.,yield yourself to the waters that are ripping and tearing at you.,यील्ड योर्सेल्फ टू द वॉटर्ज़ दैट आर रिपिंग ऐंड टेरिंग ऐट यू.,이일드 유어셀프 투 더 워터즈 댓 아르 리핑 앤드 테어링 앳 유.
arctic_b0372,test,Mr McVeigh told me about him.,mister mcveigh told me about him.,मिस्टर म्क्वे टोल्ड मी अबाउट हिम.,미스터 맥베이 톨드 미 어바웃 힘.
arctic_b0373,train,"Unlike Joshua, he stood in no need of divine assistance.","unlike joshua, he stood in no need of divine assistance.","अनलाइक जोशुआ, ही स्टूड इन नो नीड अव डिवाइन असिस्टेंस.","언라이크 조슈아, 히 스투드 인 노 니드 어브 디바인 어시스턴스."
arctic_b0374,train,"To say the least, Captain Cook was a rather thorough going empiricist.","to say the least, captain cook was a rather thorough going empiricist.","टू से द लीस्ट, कैप्टन कुक वस अ रादर थरो गोइंग एम्पिरिसिस्ट.","투 세이 더 리스트, 캡틴 쿡 워즈 아 래더 써로우 고잉 엠피리시스트."
arctic_b0375,train,Man could not conquer them.,man could not conquer them.,मैन कुड नॉट कांकर देम.,맨 쿧 낫 칸커 뎀.
arctic_b0376,train,"Thought I, and a worthy fool he proved.","thought i, and a worthy fool he proved.","थॉट आई, एंड अ वर्थी फूल ही प्रूव्ड.","쏘트 아이, 앤드 아 워디 풀 히 프루브드."
arctic_b0377,train,A scarlet loincloth completed his costume.,a scarlet loincloth completed his costume.,अ स्कारलेट लॉइनक्लॉथ कम्प्लीटेड हिस कॉस्ट्यूम.,아 스칼렛 로인클로스 컴플리티드 히즈 코스튬.
arctic_b0378,dev,I like to speculate upon the glorious future of man.,i like to speculate upon the glorious future of man.,आई लाइक टू स्पेक्युलेट अपॉन द ग्लोरियस फ्यूचर अव मैन.,아이 라이크 투 스펙큘레이트 어폰 더 글로리어스 퓨처 오브 맨.
arctic_b0379,train,Christmas is an easy problem compared with a Polynesian giving-feast.,christmas is an easy problem compared with a polynesian giving-feast.,क्रिसमस इज अन ईज़ी प्रॉब्लम कम्पेर्ड विथ अ पॉलिनीशियन गिविंगफीस्ट.,크리스마스 이즈 안 이지 프라블럼 컴페어드 위드 아 폴리네시안 기빙 피스트.
arctic_b0380,test,He had peeled off his shirt and was wildly waving it.,he had peeled off his shirt and was wildly waving it.,ही हैड पील्ड ऑफ हिस शर्ट ऐंड वज़ वाइल्डली वेविंग इट.,히 핻 필드 오프 히즈 셔츠 앤드 워즈 와일들리 웨이빙 잇.
arctic_b0381,test,And how would we ever find ourselves.,and how would we ever find ourselves.,एंड हाउ वुड वी एवर फाइंड आयोर्सेल्व्ज़.,앤드 하우 우드 위 에버 파인드 아우어셀브스.
arctic_b0382,train,I defy any man to get a Solomon Island sore in California.,i defy any man to get a solomon island sore in california.,आई डिफाई ऐनी मैन टू गेट अ सोलोमन आइलैंड सोर इन कैलिफोर्निया.,아이 디파이 애니 맨 투 겟 아 솔로몬 아일랜드 소어 인 캘리포니아.
arctic_b0383,train,A bush chief had died a natural death.,a bush chief had died a natural death.,अ बुश चीफ हैड डाइड अ नैचरल डेथ.,아 부쉬 치프 해드 다이드 아 내추럴 데스.
arctic_b0384,test,The skipper's and Nakata's gymnastics served as a translation without words.,the skipper's and nakata's gymnastics served as a translation without words.,द स्किपर एंड नकाटा जिमनैस्टिक्स सर्व अस अ ट्रांसलेशन विथाउट वर्ड्स.,더 스키퍼스 앤드 나카타즈 짐내스틱스 서브드 애즈 아 트랜슬레이션 위드아웃 워즈.
arctic_b0385,train,Last night he showed all the symptoms of coming down with pneumonia.,last night he showed all the symptoms of coming down with pneumonia.,लास्ट नाइट ही शोड ऑल द सिम्पटम्स अव कमिंग डाउन विथ न्यूमोनिया.,라스트 나이트 히 쇼드 올 더 심텀즈 어브 커밍 다운 위드 뉴모니아.
arctic_b0386,dev,My idea was that he would have more influence over the natives.,my idea was that he would have more influence over the natives.,माई आइडिया वस धैट ही वुड हैव मोर इन्फ्लूएंस ओवर द नेटिव्स.,마이 아이디어 와즈 댓 히 우드 해브 모어 인플루언스 오버 더 네이티브스.
arctic_b0387,train,It is merely the simple superlative.,it is merely the simple superlative.,इट इज़ मिर्ली द सिम्पल सुपरलेटिव.,잇 이즈 미얼리 더 심플 슈퍼라티브.
arctic_b0388,dev,I made no more overtures.,i made no more overtures.,आई मेड नो मोर ओवरचर.,아이 메이드 노 모어 오버츄어즈.
arctic_b0389,train,"Among my minor afflictions, I may mention a new and mysterious one.","among my minor afflictions, i may mention a new and mysterious one.","अमंग माय माइनर अफ्लिक्शंस, आई मे मेंशन अ न्यू ऐंड मिस्टेरियस वन.","아몽 마이 마이너 어플릭션즈, 아이 메이 멘션 아 누 앤드 미스테리어스 원."
arctic_b0390,train,The voyage was our idea of a good time.,the voyage was our idea of a good time.,द वॉयज वज़ और आईडिया अव अ गुड टाइम.,더 보야지 워즈 아우어 아이디어 어브 아 굿 타임.
arctic_b0391,dev,"At sea, Tuesday, March 17, 1908.","at sea, tuesday, march 17, 1908.","ऐट सी, ट्यूज़डे, मार्च सेवनटीन, नाइन्टीन हंड्रेड.","앳 씨, 튜즈데이, 마치 세븐틴, 나인틴헌드레드."
arctic_b0392,train,"Yes, sir, he answered, with cheerful alacrity.","yes, sir, he answered, with cheerful alacrity.","येस, सर, ही आन्सर्ड, विथ चियरफुल अलाक्रिटी.","예스, 서, 히 앤서드, 위드 치어풀 알래크리티."
arctic_b0393,train,I was still weak from my prolonged immersion.,i was still weak from my prolonged immersion.,आई वज़ स्टिल वीक फ्रॉम माई प्रोलॉंग्ड इमर्शन.,아이 워즈 스틸 위크 프럼 마이 프롤롱드 이머전.
arctic_b0394,train,"The boy hesitated, then mastered his temper.","the boy hesitated, then mastered his temper.","द बॉय हेसिटेटेड, देन मास्टर्ड हिस टेम्पर.","더 보이 해시티티드, 덴 매스터드 히즈 템퍼."
arctic_b0395,train,"I was beneath the water, suffocating and drowning.","i was beneath the water, suffocating and drowning.","आई वस बिनीथ द वॉटर, सफोकेटिंग एंड ड्राउनिंग.","아이 워즈 비니쓰 더 워터, 서포케이팅 앤드 드라우닝."
arctic_b0396,train,The pain from my hurt knee was agonizing.,the pain from my hurt knee was agonizing.,द पेन फ्रम माई हर्ट नी वस ऐगनाइजिंग.,더 페인 프럼 마이 허트 니 워즈 애고나이징.
arctic_b0397,train,The hunters were still arguing and roaring like some semi-human amphibious breed.,the hunters were still arguing and roaring like some semi-human amphibious breed.,द हंटर्स वर स्टिल आर्ग्यूइंग एंड रोरिंग लाइक सम सेमिह्यूमन एम्फिबियस ब्रीड.,더 헌터즈 워 스틸 아규잉 앤드 로어링 라이크 섬 세마이휴먼 앰피비어스 브리드.
arctic_b0398,train,"I have been robbed, sir, I amended.","i have been robbed, sir, i amended.","आई हैव बीन रॉब्ड, सर, आई अमेंडिड.","아이 해브 빈 롭드, 서, 아이 어멘디드."
arctic_b0399,train,"You were looking squeamish this afternoon, he began.","you were looking squeamish this afternoon, he began.","यू वर लुकिंग स्क्वीमिश दिस आफ्टरनून, ही बिगैन.","유 워 루킹 스퀴미쉬 디스 애프터눈, 히 비갠."
arctic_b0400,train,How could I answer the question on the spur of the moment.,how could i answer the question on the spur of the moment.,हाउ कुड आई आंसर द क्वेश्चन आन द स्पर अव द मोमेंट.,하우 쿧 아이 앤서 더 퀘스천 온 더 스퍼 오브 더 모먼트.
arctic_b0401,train,I learned it myself in English ships.,i learned it myself in english ships.,आई लर्न्ड इट मायसेल्फ इन इंग्लिश शिप्स.,아이 런드 잇 마이셀프 인 잉글리쉬 쉽스.
arctic_b0402,train,An altruistic act is an act performed for the welfare of others.,an altruistic act is an act performed for the welfare of others.,अन अल्ट्रूइस्टिक ऐक्ट इज अन ऐक्ट परफॉर्म्ड फॉर द वेलफेयर अव अदर्स.,안 알트루이스틱 액트 이즈 안 액트 퍼폼드 포어 더 웰페어 어브 어더즈.
arctic_b0403,train,"Knowing him, I review the old Scandinavian myths with clearer understanding.","knowing him, i review the old scandinavian myths with clearer understanding.","नोइंग हिम, आई रिव्यू दि ओल्ड स्कैंडिनेवियन मिथ्स विद क्लियरर अंडरस्टैंडिंग.","노잉 힘, 아이 리뷰 디 올드 스칸디네이비언 미쓰 위드 클리러 언더스탠딩."
arctic_b0404,train,"Yes, and no, sir, was the slow reply.","yes, and no, sir, was the slow reply.","यस, ऐंड नो, सर, वस द स्लो रिप्लाई.","예스, 앤드 노, 서, 워즈 더 슬로우 리플라이."
arctic_b0405,train,"And each year something happened, and I did not go.","and each year something happened, and i did not go.","ऐंड ईच यर समथिंग हॅपेन्ड, ऐंड आई डिड नाट गो.","앤드 이치 이어 섬씽 해펀드, 앤드 아이 딛 낫 고."
arctic_b0406,train,How in hell did he know it was you in the dark.,how in hell did he know it was you in the dark.,हाउ इन हेल डिड ही नो इट वाज यू इन द डार्क.,하우 인 헬 디드 히 노우 잇 워즈 유 인 더 다크.
arctic_b0407,train,"Of course much grumbling went on, and little outbursts were continually occurring.","of course much grumbling went on, and little outbursts were continually occurring.","अफ कोर्स मच ग्रम्बलिंग वेंट ऑन, एंड लिटल आउटबर्स्ट्स वेर कंटिन्यूअली अकरिंग.","어브 코스 머치 그럼블링 웬트 온, 앤드 리틀 아웃버스트 워 컨티뉴얼리 어커링."
arctic_b0408,train,You have all the advantage.,you have all the advantage.,यू हैव ऑल दि एडवांटेज.,유 해브 올 디 어드밴티지.
arctic_b0409,train,The dirk mentioned by Wolf Larsen rested in its sheath on my hip.,the dirk mentioned by wolf larsen rested in its sheath on my hip.,द डर्क मेंशनड बाई वुल्फ लार्सन रेस्टेड इन इट्स शीथ ऑन माई हिप.,더 더크 멘션드 바이 울프 라슨 레스티드 인 잇츠 시스 온 마이 힙.
arctic_b0410,train,Have you ever earned a dollar by your own labour.,have you ever earned a dollar by your own labor.,हैव यू एवर अर्न्ड अ डॉलर बाय योर ओन लेबर.,해브 유 에버 언드 아 달러 바이 유어 온 레이버.
arctic_b0411,train,"He gave no reason, but his motive was obvious enough.","he gave no reason, but his motive was obvious enough.","ही गेव नो रीज़न, बट हिज़ मोटिव वज़ ऑब्वियस इनफ.","히 게이브 노 리즌, 벗 히즈 모티브 워즈 어비어스 이너프."
arctic_b0412,train,"Ah, it was sweet in my ears.","ah, it was sweet in my ears.","आ, इट वस स्वीट इन माई इअर्स.","아, 잇 와즈 스위트 인 마이 이어즈."
arctic_b0413,train,"He may desire to escape pain, or to enjoy pleasure.","he may desire to escape pain, or to enjoy pleasure.","ही मे डिज़ायर टू एस्केप पेन, ऑर टू एन्जॉय प्लेजर.","히 메이 디자이어 투 에스케이프 페인, 오어 투 엔조이 플레저."
arctic_b0414,train,It was impossible to hoist sail and claw off that shore.,it was impossible to hoist sail and claw off that shore.,इट वस इम्पासिबल टू हॉइस्ट सेल ऐंड क्लॉ ऑफ दैट शोर.,잇 워즈 임파서블 투 호이스트 세일 앤드 클로 오프 댓 쇼어.
arctic_b0415,train,There was nothing for us but the wide raw ocean.,there was nothing for us but the wide raw ocean.,देर वस नथिंग फॉर अस बट द वाइड रॉ ओशन.,데어 워즈 너씽 포어 어스 벗 더 와이드 로 오션.
arctic_b0416,train,I arose obediently and went down the beach.,i arose obediently and went down the beach.,आई अरोज़ ओबीडियन्ट्ली एंड वेंट डाउन द बीच.,아이 어로즈 오비디언틀리 앤드 웬트 다운 더 비치.
arctic_b0417,train,The next thing to watch out for is bed sores.,the next thing to watch out for is bed sores.,द नेक्स्ट थिंग टू वॉच आउट फॉर इज़ बेड सोर्स.,더 넥스트 띵 투 와치 아웃 포 이즈 베드 소어즈.
arctic_b0418,train,At that moment I got the impression that she was willowy.,at that moment i got the impression that she was willowy.,ऐट दॅट मोमेंट आई गॉट दि इम्प्रेशन दॅट शी वज़ विलोवी.,앳 댓 모먼트 아이 갓 디 임프레션 댓 쉬 워즈 윌로위.
arctic_b0419,train,"Your father's fifth command, he nodded.","your father's fifth command, he nodded.","योर फ़ादर्स फिफ्थ कमांड, ही नॉडेड.","유어 파더즈 피프스 커맨드, 히 나디드."
arctic_b0420,train,"On occasion, on this traverse, the Cape Verde Islands are raised.","on occasion, on this traverse, the cape verde islands are raised.","ऑन अकेशन, ऑन दिस ट्रवर्स, द केप वर्ड आइलैंड्स आर रेज़्ड.","온 어케이전, 온 디스 트래버스, 더 케이프 버드 아일랜드즈 아 레이즈드."
arctic_b0421,train,"She is essentially the life-giving, life-conserving female of the species.","she is essentially the life-giving, life-conserving female of the species.","शी इज़ इसेंशली द लाइफगिविंग, लाइफकंसर्विंग फीमेल अव द स्पीसीज़.","쉬 이즈 이센셜리 더 라이프기빙, 라이프컨서빙 피메일 오브 더 스피시즈."
arctic_b0422,train,This was when the explosion occurred.,this was when the explosion occurred.,दिस वस वेन दि एक्सप्लोजन अकर्ड.,디스 워즈 웬 디 익스플로전 어커드.
arctic_b0423,train,"Also, at regular intervals, he would mutter.","also, at regular intervals, he would mutter.","ऑल्सो, ऐट रेग्यूलर इंटरवल्स, ही वुड मटर.","알소, 앳 레귤러 인터벌즈, 히 우드 머터."
