File ID,Data Split,Original English,English,Hindi
p314_323,train,"This time, for Rangers, it is certainly the latter.","this time, for rangers, it is certainly the latter.","दिस टाइम, फॉर रेंजर्स, इट इज़ सर्टनली द लैटर."
p314_328,train,I couldn't really work outside Edinburgh.,i could not really work outside edinburgh.,आई कुड़ नाट रियली वर्क आउटसाइड एडिनबर्घ.
p314_334,train,Scotland were beaten again.,scotland were beaten again.,स्कॉटलैंड वर बीटन अगेन.
p314_339,train,"There is no magical figure, but there are criteria.","there is no magical figure, but there are criteria.","देर इज़ नो मैजिकल फिगर, बट देर आर क्राइटेरिया."
p314_354,train,There is access for disabled people.,there is access for disabled people.,धेर इज़ ऐक्सेस फॉर डिसेबल्ड पीपल.
p314_367,train,Filtering through this material a composite finally emerges.,filtering through this material a composite finally emerges.,फिल्टरिंग थ्रू दिस मैटेरियल अ कॉम्पोजिट फाइनली इमर्जिज.
p314_378,train,They are so easy for youngsters to open.,they are so easy for youngsters to open.,थे आर सो ईज़ी फॉर यंग्स्टर्स टू ओपन.
p314_397,train,"It is a comforting fantasy, but it remains a fantasy.","it is a comforting fantasy, but it remains a fantasy.","इट इस अ कम्फर्टिंग फैंटसी, बट इट रिमेंस अ फैंटसी."
p314_398,train,The conclusion is enthralling.,the conclusion is enthralling.,द कन्क्लूजन इस एनथ्रलिंग.
p314_423,train,How come it is so often unnoticed?,how come it is so often unnoticed,हाउ कम इट इस सो ऑफ़न अननोटिस्ड
p316_004,train,We also need a small plastic snake and a big toy frog for the kids.,we also need a small plastic snake and a big toy frog for the kids.,वी ऑल्सो नीड अ स्मॉल प्लास्टिक स्नेक एंड अ बिग टॉय फ्रॉग फॉर द किड्स.
p316_007,train,The rainbow is a division of white light into many beautiful colors.,the rainbow is a division of white light into many beautiful colors.,द रेनबो इस अ डिवीजन अव व्हाइट लाइट इंटू मेनी ब्यूटीफुल कलर्स.
p316_032,train,This is not a war on terror.,this is not a war on terror.,दिस इस नाट अ वार ऑन टेरर.
p316_034,dev,There will always be problems on the way.,there will always be problems on the way.,धेर विल ऑलवेज़ बी प्रॉब्लम्स ऑन द वे.
p316_036,train,He was in his element.,he was in his element.,ही वज़ इन हिस एलिमेंट.
p316_044,train,"The question is, Will it be enough?","the question is, will it be enough","द क्वेश्चन इज, विल इट बी इनफ"
p316_047,train,It doesn't have to be in Inverness.,it does not have to be in inverness.,इट डज नॉट हैव टू बी इन इन्वरनेस.
p316_053,train,That is not the case this time.,that is not the case this time.,दॅट इज नाट द केस दिस टाइम.
p316_057,train,There was only silence.,there was only silence.,देर वस ओन्ली साइलेंस.
p316_058,train,"However, he said it would be likely to bring a chill.","however, he said it would be likely to bring a chill.","हाउएवर, ही सेड इट वुड बी लाइकली टू ब्रिंग अ चिल."
p316_070,train,IS Tony Blair on drugs?,is tony blair on drugs,इज़ टोनी ब्लेयर ऑन ड्रग्स
p316_077,train,This is a big step up.,this is a big step up.,दिस इज़ अ बिग स्टेप अप.
p316_115,train,We will win this tie.,we will win this tie.,वी विल विन दिस टाई.
p316_122,train,That would depend on the parole board.,that would depend on the parole board.,थैट वुड डिपैंड आन द परोल बोर्ड.
p316_130,train,The following are the principal provisions.,the following are the principal provisions.,द फॉलोइंग आर द प्रिंसिपल प्रॉविज़न्स.
p316_132,train,"Now, however, things are different.","now, however, things are different.","नाउ, हाउएवर, थिंग्स आर डिफरेंट."
p316_135,train,It would be difficult to argue with that.,it would be difficult to argue with that.,इट वुड बी डिफिकल्ट टू आर्ग्यू विथ दैट.
p316_150,train,"Because if it matters to them, it matters to me.","because if it matters to them, it matters to me.","बिकज़ इफ इट मैटर्स टू दैम, इट मैटर्स टू मी."
p316_174,train,But the foundations have been laid.,but the foundations have been laid.,बट द फाउंडेशन्स हैव बीन लेड.
p316_188,train,That would end it for us.,that would end it for us.,धैट वूड एंड इट फॉर अस.
p316_192,train,Retirement is on his mind.,retirement is on his mind.,रिटायरमेंट इस ऑन हिज़ माइंड.
p316_193,train,It's to do with this place.,it's to do with this place.,इट्स टू डू विथ दिस प्लेस.
p316_227,train,"However, everyone should do it once in their life.","however, everyone should do it once in their life.","हाउएवर, ऐवरीवन शुड डू इट वन्स इन थेर लाइफ."
p316_234,train,She said he did not look too happy.,she said he did not look too happy.,शी सेड ही डिड नॉट लुक टू हैपी.
p316_237,train,Then it was changed without notice.,then it was changed without notice.,धेन इट वस चेंज्ड विदाउट नोटिस.
p316_242,train,Every case is completely different.,every case is completely different.,एवरी केस इस कम्प्लीटली डिफरेंट.
p316_243,train,"It's a scandal, a disgrace.","it's a scandal, a disgrace.","इट्स अ स्कैंडल, अ डिसग्रेस."
p316_266,train,Today was first class.,today was first class.,टुडे वस फर्स्ट क्लास.
p316_276,train,I just wanted to fly.,i just wanted to fly.,आई जस्ट वांटेड टू फ्लाई.
p316_312,train,"It's a lovely, lovely film.","it's a lovely, lovely film.","इट्स अ लवली, लवली फिल्म."
p316_318,train,The police believe that the man was not injured.,the police believe that the man was not injured.,द पुलिस बिलीव ठैट द मैन वाज नॉट इंजर्ड.
p316_324,train,It has to reinvent itself.,it has to reinvent itself.,इट हैज़ टू रीइन्वेन्ट इट्सेल्फ.
p316_325,train,It is a good result for Great Britain.,it is a good result for great britain.,इट इस अ गुड रिज़ल्ट फॉर ग्रेट ब्रिटेन.
p316_343,train,I was shocked and outraged.,i was shocked and outraged.,आई वस शॉक्ड ऐंड आउटरेज्ड.
p316_354,train,We are doing okay in the league.,we are doing okay in the league.,वी आर डूइंग ओके इन द लीग.
p316_358,train,Souter will be back.,souter will be back.,सौटर विल बी बैक.
p316_365,train,I am delighted to have her back home.,i am delighted to have her back home.,आई ऐम डिलाइटेड टू हैव हर बैक होम.
p316_374,train,We said it will happen one night.,we said it will happen one night.,वी सेड इट विल हैपन वन नाइट.
p316_393,train,A new school will be built.,a new school will be built.,अ न्यू स्कूल विल बी बिल्ट.
p316_399,train,I think we believed the tie was won.,i think we believed the tie was won.,आई थिंक वी बिलीव्ड द टाई वज़ वन.
p316_417,train,This is your country.,this is your country.,दिस इस योर कंट्री.
p316_422,train,We won very easily.,we won very easily.,वी वन वेरी ईज़िली.
p317_017,train,Others have tried to explain the phenomenon physically.,others have tried to explain the phenomenon physically.,अन्य हैव त्राइड तो एक्सप्लेन द फिनोमेनन फिजिकली.
p317_027,train,Yet it is all for two good causes.,yet it is all for two good causes.,येट इट इज़ ऑल फॉर टू गुड कॉज़िज़.
p317_049,train,There is no mandate for a regime change.,there is no mandate for a regime change.,धेर इज़ नो मैंडेट फॉर अ रेजीम चेंज.
p317_059,train,I've had to take time off work today.,i have had to take time off work today.,आई हैव हैड तू टेक टाइम ऑफ वर्क टुडे.
p317_060,train,The problem is the book.,the problem is the book.,द प्रब्लम इस द बुक.
p317_064,train,They say he wants to go to England.,they say he wants to go to england.,दे से ही वांट्स टू गो टू इंग्लैंड.
p317_069,train,How do you resurrect a dying town?,how do you resurrect a dying town,हाऊ दू यू रिसरेक्ट अ डाईइंग टाउन
p317_075,train,It's that sort of night.,it's that sort of night.,इट्स थैट सॉर्ट अव नाइट.
p317_078,train,It's been a terrible ordeal for Margaret.,it has been a terrible ordeal for. margaret,इट हैज़ बीन अ टेरिबल ऑर्डील फॉर. मार्गरेट
p317_106,train,We have got the school holidays on.,we have got the school holidays on.,वी हैव गॉट द स्कूल हालिडेज़ ऑन.
p317_132,train,I think it is wide open.,i think it is wide open.,आई थिंक इट इस वाइड ओपन.
p317_155,test,"It's all about money, money, money.","it's all about money, money, money.","इट्स आल अबाउट मनी, मनी, मनी."
p317_156,train,I won't make an official complaint.,i will not make an official complaint.,आई विल नॉट मेक अन ऑफिशियल कम्प्लेंट.
p317_158,train,"The research is published in the journal, Nature.","the research is published in the journal, nature.","द रिसर्च इस पब्लिश्ड इन द जर्नल, नेचर."
p317_162,train,There can be no compromise on that demand.,there can be no compromise on that demand.,देर कैन बी नो कॉम्प्रोमाइज़ आन धैट डिमैंड.
p317_164,train,The whole matter is somewhat in the air.,the whole matter is somewhat in the air.,द होल मैटर इस समवत इन दि एयर.
p317_167,train,I try to be open to experience.,i try to be open to experience.,आई ट्राई तू बी ओपन तू एक्सपीरियंस.
p317_171,train,This is excellent value for money.,this is excellent value for money.,धिस इस एक्सलेंट वैल्यू फॉर मनी.
p317_185,train,The group would never be the same again.,the group would never be the same again.,द ग्रूप वुड नेवर बी द सेम अगेन.
p317_186,dev,"Aye, but who do you really support?","aye, but who do you really support","ऐ, बट हू डू यू रियली सपोर्ट"
p317_197,train,"Crucially, though, United were still alive.","crucially, though, united were still alive.","क्रूशली, दो, जुनाइटेड वर स्टिल अलाइव."
p317_203,train,Mr Smith was dismissive.,mister smith was dismissive.,मिस्टर स्मिथ वस डिस्मिसिव.
p317_220,train,I haven't made the donation yet.,i have not made the donation yet.,आई हैव नाट मेड द डोनेशन येट.
p317_225,train,I can't deny that fact.,i can not deny that fact.,आई कैन नॉट डिनाइ दॅट फैक्ट.
p317_235,train,They showed a lot of heart.,they showed a lot of heart.,दे शोड अ लॉट अव हार्ट.
p317_248,train,This is a huge event.,this is a huge event.,दिस इज़ अ ह्यूज इवेंट.
p317_258,train,Blair also faces pressure from within the cabinet.,blair also faces pressure from within the cabinet.,ब्लेयर ऑल्सो फेसेस प्रेशर फ्रम विथिन द कैबिनेट.
p317_269,train,Do you want a cup of tea.,do you want a cup of tea.,दू यू वांट अ कप अव टी.
p317_289,train,It's so creative and different.,it's so creative and different.,इट्स सो क्रिएटिव ऐंड डिफरेंट.
p317_290,train,They are in care for a reason.,they are in care for a reason.,धे आर इन केयर फॉर अ रीज़न.
p317_292,train,"In my opinion it was a mistake, and never on purpose.","in my opinion it was a mistake, and never on purpose.","इन माई आपिनियन इट वाज अ मिस्टेक, ऐंड नेवर ऑन परपस."
p317_293,train,"Obviously, Airbus is one of these.","obviously, airbus is one of these.","ऑब्वियसली, ऐरबस इज़ वन अव दीज़."
p317_296,train,Some were close to tears.,some were close to tears.,सम वर क्लोस तू टियर्स.
p317_318,train,"In fact, it might just be beginning.","in fact, it might just be beginning.","इन फैक्ट, इट माइट जस्ट बी बिगिनिंग."
p317_333,train,Everything is obviously in the very early stages.,everything is obviously in the very early stages.,एवरीथिंग इज़ ऑब्वियस्ली इन द वेरी अर्ली स्टेज़.
p317_364,train,I am very happy to be here.,i am very happy to be here.,आई ऐम वेरी हैपी टू बी हीयर.
p317_365,train,He would help me with the form.,he would help me with the form.,ही वुड हेल्प मी विथ द फॉर्म.
p317_380,train,They serve a multitude of purposes.,they serve a multitude of purposes.,दे सर्व अ मल्टिट्यूड अव पर्पऑसिज़.
p317_382,test,I lost a part of me.,i lost a part of me.,आई लॉस्ट अ पार्ट अफ मी.
p317_383,train,"Surely, if anything, it would be the other way round.","surely, if anything, it would be the other way round.","शुरली, इफ ऐनिथिंग, इट वुड बी दि अदर वे राउंड."
p317_422,train,Appointments should be made on merit.,appointments should be made on merit.,ऐपॉइंटमेंट्स शूद बी मेड ऑन मेरिट.
p318_027,train,This year it will be Billy Crystal.,this year it will be billy crystal.,दिस ईयर इट विल बी बिली क्रिस्टल.
p318_029,train,"However, it's good to turn the page.","however, it's good to turn the page.","हौवेवर, इट्स गुड टू टर्न द पेज."
p318_034,train,That is impressive by any standards.,that is impressive by any standards.,थैट इस इम्प्रेसिव बाय एनी स्टैंडर्ड्स.
p318_039,train,It helped to get me noticed.,it helped to get me noticed.,इट हेल्प्ट टू गेट मी नोटिस्ड.
p318_041,train,But he is not using them.,but he is not using them.,बट ही इज नाट यूज़िंग देम.
p318_048,train,We were very much a happy family.,we were very much a happy family.,वी वर वेरी मच अ हैपी फैमिली.
p318_060,train,It is not a standing army.,it is not a standing army.,इट इज नॉट अ स्टैंडिंग आर्मी.
p318_092,train,The crucial strike was yet to come.,the crucial strike was yet to come.,द क्रूशल स्ट्राइक वज़ येट टू कम.
p318_101,train,This is my personal assessment.,this is my personal assessment.,दिस इज़ माई पर्सनल असेस्मेंट.
p318_109,train,Nothing is being offered in exchange.,nothing is being offered in exchange.,नथिंग इस बीइंग ऑफर्ड इन एक्सचेंज.
p318_119,dev,O Neill is reputed to have replied.,o neill is reputed to have replied.,ओ नील इस रिप्यूटेड तू हैव रिप्लाइड.
p318_131,train,I'd love to be at the World Cup.,i would love to be at the world cup.,आई वुड लव टू बी ऐट द वर्ल्ड कप.
p318_132,train,He is expected to be interviewed by detectives.,he is expected to be interviewed by detectives.,ही इस एक्सपेक्टेड तू बी इंटरव्यूड बाय डिटेक्टिव्स.
p318_141,dev,That sort of thing is long gone.,that sort of thing is long gone.,दैट सॉर्ट अव थिंग इज लॉंग गॉन.
p318_144,train,They played it like a cup final.,they played it like a cup final.,थे प्लेड इट लाइक अ कप फाइनल.
p318_148,train,A review of the decision is being sought.,a review of the decision is being sought.,अ रिव्यू अव द डिसिजन इस बीइंग सॉट.
p318_160,dev,He had never run the distance before.,he had never run the distance before.,ही हैड नेवर रन द डिस्टेंस बिफोर.
p318_168,train,This one is a special case.,this one is a special case.,दिस वन इस अ स्पेशल केस.
p318_169,train,But what are the songs about?,but what are the songs about,बट वट आर द सांग्स अबाउट
p318_172,train,That is not a position they enjoy.,that is not a position they enjoy.,थैट इस नॉट अ पोज़िशन थे एन्जॉय.
p318_176,train,It is very much a matter for them.,it is very much a matter for them.,इट इज वेरी मच अ मैटर फॉर देम.
p318_192,train,Stan is a vital part of our future.,stan is a vital part of our future.,स्टैन इज़ अ वाइटल पार्ट ऑव आउर फ्यूचर.
p318_196,train,"After that, though, we are still waiting to see.","after that, though, we are still waiting to see.","आफ्टर दैट, थो, वी आर स्टिल वेटिंग टू सी."
p318_210,train,"Sadly, too, many of them are similar.","sadly, too, many of them are similar.","सैडली, टू, मेनी ऑव धेम आर सिमिलर."
p318_220,train,Some of the players have not progressed.,some of the players have not progressed.,सम अफ द प्लेयर्स हैव नॉट प्रोग्रेस्ट.
p318_247,train,I wanted to put myself on the line.,i wanted to put myself on the line.,आई वांटिड तू पट माइसेल्फ ऑन द लाइन.
p318_257,train,Nor is it likely to do so.,nor is it likely to do so.,नॉर इज़ इट लाइकली टू डू सो.
p318_261,train,He was in contention almost every week.,he was in contention almost every week.,ही वस इन कंटेन्शन ऑल्मोस्ट एवरी वीक.
p318_273,train,There is no more money.,there is no more money.,धेर इस नो मोर मनी.
p318_274,train,My mother is a widow.,my mother is a widow.,माई मदर इस अ विडो.
p318_281,train,It was a foolhardy decision.,it was a foolhardy decision.,इट वाज़ अ फूलहाड़ी डिसिजन.
p318_295,train,We gave them the goal.,we gave them the goal.,वी गेव देम द गोल.
p318_298,train,We did discuss the Lockerbie issue.,we did discuss the lockerbie issue.,वी डिड डिस्कस द लॉकरबी इश्यू.
p318_302,dev,I can feel the sound inside.,i can feel the sound inside.,आई कैन फील द साउंड इनसाइड.
p318_311,train,Could you put it in writing?,could you put it in writing,कूड़ यू पुत इट इन राइटिंग
p318_327,train,Medical staff are with them at the moment.,medical staff are with them at the moment.,मेडिकल स्टाफ आर विथ देम ऐट द मोमेंट.
p318_333,train,But when we do it is great.,but when we do it is great.,बट वेन वी डू इट इज़ ग्रेट.
p318_343,train,"It's no less intriguing, however.","it's no less intriguing, however.","इट्स नो लेस इन्ट्रिगिंग, हाउएवर."
p318_355,train,"Next league matches, Motherwell, Dundee United.","next league matches, motherwell, dundee united.","नेक्स्ट लीग मैचेस, मदरवेल, डंडी यूनाइटेड."
p318_371,train,I see it as my job.,i see it as my job.,आई सी इट एज माई जॉब.
p318_383,train,"It's always the same, isn't it?","it's always the same, is not it","इट्स ऑलवेज़ द सेम, इज़ नॉट इट"
p318_399,train,"Actually, he thinks he has had it pretty good.","actually, he thinks he has had it pretty good.","अक्चुअली, ही थिंक्स ही हैज़ हैड इट प्रिटी गुड."
p318_401,train,I found that much more challenging.,i found that much more challenging.,आई फाउंड धैट मच मोर चैलेंजिंग.
p318_402,train,This fight is not going to go away.,this fight is not going to go away.,दिस फाइट इज़ नाट गोइंग टू गो आवे.
p318_408,train,I want to keep him.,i want to keep him.,आई वांट टू कीप हिम.
p318_415,train,But that night they killed her housekeeper.,but that night they killed her housekeeper.,बट दॅट नाइट दे किल्ड हर हाउसकीपर.
p318_417,dev,Sightings were replaced by rumours.,sightings were replaced by rumors.,साइटिंग्स वेर रिप्लेस्ट बाय रूमर्स.
p318_423,train,The whole nation will be delighted.,the whole nation will be delighted.,द होल नेशन विल बी डिलाइटेड.
p323_002,train,Ask her to bring these things with her from the store.,ask her to bring these things with her from the store.,आस्क हर तू ब्रिंग थीज़ थिंग्स विथ हर फ्रम द स्टोर.
p323_014,train,To the Hebrews it was a token that there would be no more universal floods.,to the hebrews it was a token that there would be no more universal floods.,टू द हीब्रूज़ इट वस अ टोकन दॅट धेर वुड बी नो मोर यूनिवर्सल फ्लड्स.
p323_020,train,Many complicated ideas about the rainbow have been formed.,many complicated ideas about the rainbow have been formed.,मेनी कॉम्प्लिकेटेड आइडियास अबाउट द रेंबो हैव बीन फॉर्म्ड.
p323_025,train,We've made a couple of albums.,we have made a couple of albums.,वी हैव मेड अ कपल अव अल्बम्स.
p323_029,train,"However, on the other hand, in principle it is plainly wrong.","however, on the other hand, in principle it is plainly wrong.","हाउएवर, ओन दि अदर हैंड, इन प्रिन्सिपल इट इज़ प्लेनली रोंग."
p323_030,train,This is the best way to do it.,this is the best way to do it.,दिस इस द बेस्ट वे टू दू इट.
p323_034,test,"Meantime, the department is proposing structural changes.","meantime, the department is proposing structural changes.","मींटाइम, द डिपार्टमेंट इस प्रपोज़िंग स्ट्रक्चरल चेंजिज़."
p323_047,train,We have our supporters and our enemies.,we have our supporters and our enemies.,वी हैव आउर सपोर्टर्स एंड आउर एनमीज.
p323_052,train,Nor does he have any desire to be.,nor does he have any desire to be.,नॉर डज ही हैव ऐनी दिज़ायर टू बी.
p323_076,train,He had just returned to Thailand from Canada.,he had just returned to thailand from canada.,ही हैड जस्ट रिटर्न्ड तू थाईलैंड फ्रम कैनडा.
p323_082,train,"It is a crisis of human rights, a crisis of leadership.","it is a crisis of human rights, a crisis of leadership.","इट इस अ क्राइसिस अव ह्यूमन राइट्स, अ क्राइसिस अव लीडरशिप."
p323_091,train,It also makes for interesting viewing.,it also makes for interesting viewing.,इट अल्सो मेक्स फोर इंट्रेस्टिंग व्यूइंग.
p323_094,train,He was not able to talk to us.,he was not able to talk to us.,ही वज़ नॉट एबल टू टॉक टू अस.
p323_105,train,"There's always a solution, somewhere you can meet in the middle.","there's always a solution, somewhere you can meet in the middle.","देरस आलवेज़ अ सलूशन, समवेर यू कैन मीट इन द मिडल."
p323_108,train,I've had a very long run.,i have had a very long run.,आई हैव हैड अ वेरी लॉंग रन.
p323_125,train,I have been to see him.,i have been to see him.,आई हैव बिन टू सी हिम.
p323_142,train,They would love to do more films.,they would love to do more films.,देइ वुड लव तू दू मोर फिल्म्स.
p323_145,train,It also calls for licensing of collection centres.,it also calls for licensing of collection centers.,इट आल्सो कॉल्स फॉर लाइसेंसिंग अव कलेक्शन सेंटर्स.
p323_175,train,We have done a deal with IMPACT.,we have done a deal with impact.,वी हैव डन अ डील विथ इम्पैक्ट.
p323_176,train,O Leary was clearly disgusted.,o leary was clearly disgusted.,ओ लीरी वाज क्लिर्ली डिसगस्टेड.
p323_178,test,The next thing will be cutting journey times.,the next thing will be cutting journey times.,द नेक्स्ट थिंग विल बी कटिंग जर्नी टाइम्स.
p323_218,train,The process itself has taken over.,the process itself has taken over.,द प्रॉसेस इट्सेल्फ हैज़ टेकन ओवर.
p323_226,train,They loved it and it showed.,they loved it and it showed.,थे लव्ड इट ऐंड इट शोड.
p323_245,train,There were no violations.,there were no violations.,थेर वर नो वाइलेशन्स.
p323_249,train,People want to see me on the screen.,people want to see me on the screen.,पीपल वांट टू सी मी आन द स्क्रीन.
p323_254,train,Everything is up for grabs.,everything is up for grabs.,एवरीथिंग इस अप फॉर ग्रैब्स.
p323_274,train,"The way they play, it is hard to score against them.","the way they play, it is hard to score against them.","द वे डे प्ले, इट इज़ हार्ड टू स्कोर अगेंस्ट दम."
p323_275,train,Among them was Gary Robertson from Dundee.,among them was gary robertson from dundee.,अमंग थेम वस गैरी रोबर्टसन फ्रम डंडी.
p323_299,train,We were a little bit nervous.,we were a little bit nervous.,वी वर अ लिटल बिट नर्वस.
p323_309,train,I don't want to hear any excuses.,i do not want to hear any excuses.,आई दू नॉट वांट टू हियर एनी एक्सक्यूसिज़.
p323_318,train,This rule is archaic.,this rule is archaic.,दिस रूल इस आर्केआक.
p323_322,train,But it wasn't to be.,but it was not to be.,बट इट वज़ नाट टू बी.
p323_337,train,"He wasn't really doing anything, so he wanted out.","he was not really doing anything, so he wanted out.","ही वज नाट रियली डूइनग अन्यथिंग, सो ही वांटेड आउट."
p323_350,train,"However, pensions and salaries have yet to be settled.","however, pensions and salaries have yet to be settled.","हाउएवर, पेंशन्स ऐंड सैलरीज़ हैव येट टू बी सेटल्ड."
p323_366,train,"As long as it is possible, we will keep going.","as long as it is possible, we will keep going.","ऐस लॉन्ग ऐस इट इस पॉसिबल, वी विल कीप गोइंग."
p323_374,train,The answer is mayhem.,the answer is mayhem.,दि आंसर इस मेहम.
p323_384,train,The idea has potential for the future.,the idea has potential for the future.,दि आइडिया हैस पोटेंशिअल फॉर द फ्यूचर.
p323_413,test,"That, though, was again according to manager McCall.","that, though, was again according to manager mccall.","थैट, थो, वस अगेन अकॉर्डिंग टू मैनेजर मकॉल."
p323_420,train,The commission is not the only loser.,the commission is not the only loser.,द कमिशन इस नाट दि ओनली लूज़र.
p323_422,train,I wish it well.,i wish it well.,आई विश इट वेल.
p326_017,train,Others have tried to explain the phenomenon physically.,others have tried to explain the phenomenon physically.,अदर्स हैव ट्राइड तू एक्सप्लेन द फिनामेनन फिजिकली.
p326_030,train,"I saw the other car coming, but could do nothing.","i saw the other car coming, but could do nothing.","आई सॉ दि अदर कार कमिंग, बट कुड दू नथिंग."
p326_037,train,That was a stunning drive from Jon.,that was a stunning drive from jon.,थैट वस अ स्टनिंग ड्राइव फ्रम जॉन.
p326_038,train,She didn't tell us anything new.,she did not tell us anything new.,शी डिड नॉट टेल अस ऐनिथिंग न्यू.
p326_049,train,His art was not just about emotions.,his art was not just about emotions.,हिज़ आर्ट वज़ नॉट जस्ट अबाउट इमोशन्स.
p326_073,train,The Insider opens tomorrow.,the insider opens tomorrow.,दि इंसाइडर ओपन्स टमॉरो.
p326_086,train,I can't believe it.,i can not believe it.,आई कैन नॉट बिलीव इट.
p326_093,train,"This time, there were no such rewards.","this time, there were no such rewards.","धिस टाइम, धेयर वर नो सच रिवॉर्ड्स."
p326_124,train,Nor is he allowed out without permission.,nor is he allowed out without permission.,नॉर इस ही अलाउड आउट विथाउट परमिशन.
p326_127,test,I've beaten her a few times.,i have beaten her a few times.,आई हैव बीटन हर अ फ्यू टाइम्स.
p326_129,train,This is not a long-term commitment.,this is not a long-term commitment.,दिस इस नाट अ लॉंग-टर्म कमिटमेंट.
p326_153,train,It will benefit a lot of people.,it will benefit a lot of people.,इट विल बेनिफिट अ लॉट अफ पीपल.
p326_161,train,She wanted to move.,she wanted to move.,शी वांटेड टू मूव.
p326_163,train,It's always a rehearsal.,it's always a rehearsal.,इट्स ऑल्वेज़ अ रिहर्सल.
p326_171,train,Tourism continues to struggle.,tourism continues to struggle.,टूरिज़म कन्टिन्यूज़ टू स्ट्रगल.
p326_174,train,We are already under pressure.,we are already under pressure.,वी आर ऑलरेडी अंडर प्रेशर.
p326_185,train,"They don't know each other, but they have made this commitment.","they do not know each other, but they have made this commitment.","दे डू नॉट नो इच अदर, बट दे हैव मेड दिस कमिटमेंट."
p326_188,train,I want to be there by right.,i want to be there by right.,आई वांट तू बी देर बाय राइट.
p326_200,train,It may now be too expensive for anyone.,it may now be too expensive for anyone.,इट मे नौ बी तू एक्सपेंसिव फॉर ऐनिवन.
p326_202,train,The processing plant was closed yesterday.,the processing plant was closed yesterday.,द प्रॉसैसिंग प्लांट वज़ क्लोज़्ड येस्टरडे.
p326_205,train,"As agreed, the prime minister was driven to Westminster Hall.","as agreed, the prime minister was driven to westminster hall.","ऐज़ अग्रीड, द प्राइम मिनिस्टर वज़ ड्रिवन टू वेस्टमिन्स्टर हॉल."
p326_209,train,"I am a soldier, a soldier, a soldier.","i am a soldier, a soldier, a soldier.","आई एम अ सोल्जर, अ सोल्जर, अ सोल्जर."
p326_250,train,Alex Ferguson is the same.,alex ferguson is the same.,अलेक्स फर्गुसन इस द सेम.
p326_253,train,The real problem is the Usher Hall.,the real problem is the usher hall.,द रिल प्रॉब्लम इस दि अशर हॉल.
p326_255,train,I got a yellow card.,i got a yellow card.,आई गॉट अ येलो कार्ड.
p326_263,train,I ran to get out of the way.,i ran to get out of the way.,आई रैन तू गेट आउट अव द वे.
p326_271,train,Maybe it helps us.,maybe it helps us.,मेबी इट हेल्प्स अस.
p326_286,train,"Sure, this is a very important event for me.","sure, this is a very important event for me.","शूर, दिस इस अ वेरी इम्पोर्टंट इवेंट फॉर मी."
p326_299,train,He was visited by UK consular officials.,he was visited by uk consular officials.,ही वज़ विज़िटेड बाई यूके कांसुलर अफिशल्स.
p326_308,train,Could you put it in writing?,could you put it in writing,कूड़ यू पुत इट इन राइटिंग
p326_328,train,We are the weakest link.,we are the weakest link.,वी आर द वीकस्ट लिंक.
p326_335,train,We have now no choice.,we have now no choice.,वी हैव नाउ नो चॉइस.
p326_341,train,It would be a massive boost for them.,it would be a massive boost for them.,इट वुड बी अ मैसिव बूस्ट फॉर देम.
p326_351,train,Capital gains tax is also being reduced.,capital gains tax is also being reduced.,कैपिटल गेंस टैक्स इस आल्सो बीइंग रिड्यूस्ट.
p326_363,train,There were no immediate reports of injuries.,there were no immediate reports of injuries.,थेर वर नो इमीडिएट रिपोर्ट्स अफ इंजरीज.
p326_376,train,"There is no hiding place in it, no room for passengers.","there is no hiding place in it, no room for passengers.","धेर इस नो हाइडिंग प्लेस इन इट, नो रूम फॉर पैसेंजर्स."
p326_377,train,That is the position the MoD has adopted.,that is the position the mod has adopted.,धैट इस द पोज़िशन द मॉड हैज़ अडॉप्टेड.
p326_379,train,"What are you supposed to do, just walk away?","what are you supposed to do, just walk away","व्हाट आर यू सपोज़्ड टू डू, जस्ट वॉक अवे"
p326_380,train,Even then he was in the media spotlight.,even then he was in the media spotlight.,ईवन देन ही वस इन द मीडिया स्पॉटलाइट.
p326_395,train,It was like the old days.,it was like the old days.,इट वस लाइक दि ओल्ड डेज़.
p326_397,train,My future is in the marathon.,my future is in the marathon.,माय फ्यूचर इस इन द मैराथन.
p329_002,train,Ask her to bring these things with her from the store.,ask her to bring these things with her from the store.,आस्क हर तू ब्रिंग दीज थिंग्स विथ हर फ्रम द स्टोर.
p329_010,train,"People look, but no one ever finds it.","people look, but no one ever finds it.","पीपल लुक, बट नो वन एवर फाइंड्स इट."
p329_029,train,I fell in love with ballet.,i fell in love with ballet.,आई फेल इन लव विथ बैलेट.
p329_082,train,But then he changed his mind.,but then he changed his mind.,बट देन ही चेंज्ड हिज माइंड.
p329_099,train,This kind of problem arises everywhere.,this kind of problem arises everywhere.,थिस काइंड अव प्रॉब्लम अराइज़िज़ एव्रीव्हेयर.
p329_100,train,There are lots of these women in Finland.,there are lots of these women in finland.,देर आर लोट्स अव धीज़ विमिन इन फिनलैंड.
p329_112,train,They could not hear.,they could not hear.,थे कुड नाट हियर.
p329_118,train,That is different from being impartial.,that is different from being impartial.,धैट इस डिफरेंट फ्रॉम बीइंग इम्पार्शल.
p329_129,train,I didn't play well last year.,i did not play well last year.,आई डिड नाट प्ले वेल लास्ट ईयर.
p329_138,train,The Devil is the creator of weapons.,the devil is the creator of weapons.,द डेविल इस द क्रिएटर अव वेपन्स.
